Time [s],Heat flux [W]
0.0,6600.0
8.0,7760.0
16.0,9290.0
24.0,10970.0
32.0,12760.0
40.0,14870.0
48.0,18520.0
56.0,22490.0
64.0,26130.0
72.0,31990.0
80.0,41190.0
88.0,55290.0
96.0,73040.0
104.0,84790.0
112.0,82280.0
120.0,68360.0
128.0,47944.0
136.0,25575.0
144.0,4893.0
152.0,-10637.0
160.0,-19916.0
168.0,-22468.0
176.0,-22468.0
184.0,-22468.0
192.0,-22468.0
200.0,-22468.0
208.0,-22468.0
