Time [s],Temperature [C]
454.0,20.920764966510866
455.0,20.928335911264234
456.0,20.936562191354746
457.0,20.945437000339023
458.0,20.954953010809536
459.0,20.96510238028837
460.0,20.975876757522588
461.0,20.987267289196897
462.0,20.999264627043537
463.0,21.011858935354624
464.0,21.025039898883207
465.0,21.038796731131583
466.0,21.05311818301462
467.0,21.067992551900975
468.0,21.083407691010546
469.0,21.099351019177725
470.0,21.115809530954017
471.0,21.132769807062502
472.0,21.15021802517175
473.0,21.168139971008294
474.0,21.18652104976918
475.0,21.205346297853595
476.0,21.224600394877825
477.0,21.244267675990773
478.0,21.264332144453455
479.0,21.28477748449422
480.0,21.30558707441396
481.0,21.32674399994257
482.0,21.34823106782465
483.0,21.370030819636817
484.0,21.39212554580912
485.0,21.41449729985704
486.0,21.43712791279418
487.0,21.45999900773612
488.0,21.48309201465781
489.0,21.50638818531817
490.0,21.529868608317006
491.0,21.55351422429325
492.0,21.577305841232327
493.0,21.601224149891173
494.0,21.62524973930295
495.0,21.64936311238108
496.0,21.67354470157447
497.0,21.697774884594335
498.0,21.72203400017389
499.0,21.74630236386914
500.0,21.770560283867894
501.0,21.794788076815177
502.0,21.818966083621284
503.0,21.8430746852627
504.0,21.86709431853576
505.0,21.891005491781563
506.0,21.914788800539295
507.0,21.938424943140184
508.0,21.961894736209903
509.0,21.985179130085765
510.0,22.008259224116106
511.0,22.031116281848664
512.0,22.053731746079368
513.0,22.07608725376699
514.0,22.098164650779367
515.0,22.11994600648393
516.0,22.141413628148815
517.0,22.162550075160176
518.0,22.18333817303206
519.0,22.203761027204255
520.0,22.22380203661798
521.0,22.243444907048566
522.0,22.26267366420025
523.0,22.281472666537585
524.0,22.299826617852865
525.0,22.317720579553974
526.0,22.33513998266741
527.0,22.35207063954189
528.0,22.36849875524615
529.0,22.384410938652533
530.0,22.399794213196415
531.0,22.414636027298823
532.0,22.428924264453133
533.0,22.44264725295681
534.0,22.455793775290644
535.0,22.46835307712925
536.0,22.480314875982394
537.0,22.49166936945431
538.0,22.502407243120455
539.0,22.512519678009046
540.0,22.52199835768795
541.0,22.530835474944325
542.0,22.5390237380591
543.0,22.546556376661467
544.0,22.55342714717316
545.0,22.559630337819332
546.0,22.56516077322124
547.0,22.570013818552237
548.0,22.574185383261376
549.0,22.57767192436011
550.0,22.580470449269637
551.0,22.582578518222924
552.0,22.583994246226517
553.0,22.584716304574414
554.0,22.584743921915827
555.0,22.584076884874023
556.0,22.58271553821866
557.0,22.58066078458808
558.0,22.577914083764423
559.0,22.57447745150136
560.0,22.57035345790324
561.0,22.56554522536097
562.0,22.56005642604497
563.0,22.553891278952044
564.0,22.54705454651882
565.0,22.539551530792277
566.0,22.53138806917372
567.0,22.52257052972612
568.0,22.513105806060217
569.0,22.503001311793472
570.0,22.492264974597447
571.0,22.480905229825368
572.0,22.4689310137375
573.0,22.456351756320828
574.0,22.443177373712732
575.0,22.42941826023549
576.0,22.41508528004442
577.0,22.40018975839941
578.0,22.384743472568548
579.0,22.368758642362803
580.0,22.352247920321446
581.0,22.335224381545654
582.0,22.317701513193885
583.0,22.299693203647372
584.0,22.28121373135113
585.0,22.262277753344346
586.0,22.242900293482375
587.0,22.223096730369196
588.0,22.20288278500035
589.0,22.182274508132934
590.0,22.16128826739309
591.0,22.139940734121428
592.0,22.1182488699844
593.0,22.09622991334371
594.0,22.073901365409398
595.0,22.051280976177235
596.0,22.028386730170194
597.0,22.005236831989187
598.0,21.981849691687557
599.0,21.958243909979757
600.0,21.934438263298624
601.0,21.910451688710047
602.0,21.886303268698896
603.0,21.862012215838266
604.0,21.837597857353803
605.0,21.813079619597335
606.0,21.788477012438683
607.0,21.763809613592166
608.0,21.739097052886446
609.0,21.714358996496287
610.0,21.689615131141153
611.0,21.664885148269587
612.0,21.64018872823858
613.0,21.615545524503737
614.0,21.590975147828527
615.0,21.566497150528633
616.0,21.542131010765154
617.0,21.517896116894768
618.0,21.49381175189375
619.0,21.46989707786624
620.0,21.446171120648263
621.0,21.42265275452434
622.0,21.399360687061787
623.0,21.37631344408287
624.0,21.35352935477995
625.0,21.331026536990628
626.0,21.308822882642485
627.0,21.28693604337639
628.0,21.265383416368515
629.0,21.244182130350787
630.0,21.223349031850073
631.0,21.202900671656277
632.0,21.182853291521536
633.0,21.163222811114494
634.0,21.144024815229564
635.0,21.125274541266364
636.0,21.10698686698765
637.0,21.089176298566535
638.0,21.07185695893348
639.0,21.055042576427393
640.0,21.03874647376951
641.0,21.022981557357006
642.0,21.00776030689555
643.0,20.993094765374305
644.0,20.978996529386478
645.0,20.965476739818556
646.0,20.95254607289463
647.0,20.940214731601245
648.0,20.92849243749019
649.0,20.917388422869283
650.0,20.906911423382287
651.0,20.897069670993613
652.0,20.887870887374095
653.0,20.87932227769558
654.0,20.87143052484506
655.0,20.864201784053016
656.0,20.85764167795002
657.0,20.851755292049738
658.0,20.846547170661008
659.0,20.842021313239517
660.0,20.8381811711742
661.0,20.83502964501189
662.0,20.832569082130725
663.0,20.83080127485129
664.0,20.82972745899822
665.0,20.82934831290638
