Time [s],Heat flux [W]
0.0,16230.0
20.0,20893.333333333332
40.0,32100.0
60.0,57100.0
80.0,82906.66666666666
100.0,87345.33333333331
120.0,56177.33333333333
140.0,11868.666666666666
160.0,-16760.0
180.0,-25328.666666666664
200.0,-25350.0
220.0,-25350.0
