Time [s],Heat flux [W]
0.0,11636.0
20.0,15594.666666666666
40.0,25609.333333333332
60.0,50250.666666666664
80.0,78998.66666666666
100.0,87310.66666666666
120.0,59203.33333333333
140.0,14493.333333333334
160.0,-15236.666666666666
180.0,-24584.666666666664
200.0,-24690.0
220.0,-24690.0
