Time [s],Heat flux [W]
0.0,4470.0
8.0,5380.0
16.0,6560.0
24.0,7860.0
32.0,9280.0
40.0,11010.0
48.0,14080.0
56.0,17790.0
64.0,21420.0
72.0,26970.0
80.0,35860.0
88.0,50160.0
96.0,69380.0
104.0,83440.0
112.0,84050.0
120.0,71397.0
128.0,51324.0
136.0,28731.0
144.0,7503.0
152.0,-8685.0
160.0,-18496.0
168.0,-21230.0
176.0,-21230.0
184.0,-21230.0
192.0,-21230.0
200.0,-21230.0
208.0,-21230.0
